file,source_sha256,output,output_sha256,width,height,format,source_bytes,output_bytes
po_abp_axe01_l.tga,c127d4319f4bfa0b918d40d312e3e9d593519af360be4c465bbd925fee33e5b0,po_abp_axe01_l.dds,1904884ac05cde60273bed120a4614c9cc6d70be4712e94d8f80f15d8d815b8b,128,256,DXT1,98322,16512
po_abp_axe01_m.tga,f2041e5669704f0630fc6ce080cf1f062d8667888d72f62665dccfc84d62df02,po_abp_axe01_m.dds,2266419aa0ac5df92e70e4a21650d8627da3cbc28b288929504ae1f0d8d6f8a6,64,128,DXT1,24620,4224
po_abp_axe01_s.tga,4fa8441884e6354d62934d20b565aceb633452da2148eff7429b76c45134e47e,po_abp_axe01_s.dds,c9ca292f58501805900f6b670d128b0939f1bb5feb350324b8c388f49e98f67a,32,64,DXT1,6162,1152
po_abp_axe02_l.tga,2c24a1300037c9e6c89c2a0b049e78a852d1ad1d81bed81e8bb826fc789122c4,po_abp_axe02_l.dds,2d88c455e64426f9ce6b32efa515997e2682d3ff66b3fffb08321886fb5ca393,128,256,DXT1,98322,16512
po_abp_axe02_m.tga,452ff241cf76a4464275b09b830272930ab99a6abdba7c3c381d094a9a6b3986,po_abp_axe02_m.dds,da71472b0aeece7bdcbf7d62e1754d21ef9fb285dbe28963499a0f0c4db610b4,64,128,DXT1,24620,4224
po_abp_axe02_s.tga,31cbf2168ed17b8bb4b9f864d2d04b49b88746f048cbe4c193efc1f71b9f98f1,po_abp_axe02_s.dds,a21242bbe728cb141b74f70b750cfcf6ea8ff1d50506481be5bfbff7cc0448ba,32,64,DXT1,6162,1152
po_abp_axe03_l.tga,17bf317ede3fdf4aaefa483d25679e76de0a7ee3145684ac8953095af309d57c,po_abp_axe03_l.dds,460c8ff3a6b6c24f440f0795de48021f0bb45f1200e763bd3ad8c7a3ec4c12ad,128,256,DXT1,98322,16512
po_abp_axe03_m.tga,dd1fa12082b5ad17e6cf4b969b0f2798c49e8f6e5f4c1047f3518ae08e603271,po_abp_axe03_m.dds,0c84545bb570f994b4e31379d28a5a2ce7ca208f8fafb2e76ef8ffd57fbb5155,64,128,DXT1,24620,4224
po_abp_axe03_s.tga,61a7725f69a292b728d22e38dd9c223402056e4e5dd4ff309e751a79ca1c595f,po_abp_axe03_s.dds,673936a66a720a4a52ded33e0799332813d04196d452a8bd808519f3c6b6e0d7,32,64,DXT1,6162,1152
po_abp_axe04_l.tga,3f8b2ced05c1f9187c4ae4c736a35438a364b8dbe2307300f4016e4cbd3a4058,po_abp_axe04_l.dds,4c3873e8eb99a70e2aadf0d0242dc456e064549ed1b28a966bd039321fbbbf4d,128,256,DXT1,98322,16512
po_abp_axe04_m.tga,b0cb5a9aaf5bbc184590e7dc693fdb644af87b48d72dc03d13770e5d0e9e96da,po_abp_axe04_m.dds,3d3fd3c539ba053c94d1af4697d81b75352e687409a6d539a6e7d3d83d857e5c,64,128,DXT1,24620,4224
po_abp_axe04_s.tga,dc46b3bb1ceeae2963d8a24004345122ef9ca9bfa3d4024633450790dde8dbe6,po_abp_axe04_s.dds,b9aed47750df864b8fcc34717924382a0275f167bdbd8a85f5b7ef7ab82f26d1,32,64,DXT1,6162,1152
po_abp_axe05_l.tga,743a0357beae0d8d66ad17fe85cd23a44140274c592fe2eb404f3e00f9c7bf30,po_abp_axe05_l.dds,c12866aeb1340a4ec28265abec129b418f07b7c9a3ccb2213ede751482e047eb,128,256,DXT1,98322,16512
po_abp_axe05_m.tga,b5ef115ecc5075a4d3cc03a7a34ce6f9e40aec52c12b7513577519ec1451b817,po_abp_axe05_m.dds,29cb403847182d756e3bfbe47dd95fa64982eeb924d84fc4a080ee494de55509,64,128,DXT1,24620,4224
po_abp_axe05_s.tga,32391e5efd629d0722c0d4655a2c598101a3668d12b123580ba673967d151a96,po_abp_axe05_s.dds,8dbbf13fac7b6fbb95700bc4b5c620cf782860a64443f604c47101b59c485dd2,32,64,DXT1,6162,1152
po_abp_bolt01_l.tga,eb7437e64dfa3a4dba37a11a079e804545a7c59ee5661e4a4ddf767dd3604a43,po_abp_bolt01_l.dds,a42af7099c469601e208d0293b6819338d3dfb7b88f8ce270f946bbab3dfe444,128,256,DXT1,98322,16512
po_abp_bolt01_m.tga,4cdc5c3e6380c1d810db6770f90bca9d44001bfb541e4490577391498dffe750,po_abp_bolt01_m.dds,3e93a4246e55f4d5b71a08199b735487562f9821209f2a0555cb0d05bd4a0440,64,128,DXT1,24620,4224
po_abp_bolt01_s.tga,9cd99e524f1f380c3593efb7c773b1d00595d935ff1461f91fdcaa394cedf4a1,po_abp_bolt01_s.dds,83f50f5ebef4510cf813609ebdd9213a1ee001af0777a4b482576a31ad10215a,32,64,DXT1,6162,1152
po_abp_dgger01_l.tga,f6b4cbf1a28dd19c6d7b84cb50533d5a07d38bec23e38c487b75ddccace21592,po_abp_dgger01_l.dds,45aeb823bae6186aada903f4ee8538cb4952bef6007687d6f20515f4bea4e665,128,256,DXT1,98322,16512
po_abp_dgger01_m.tga,cb7a7d3589bc9a40c5351ef51cc8613f7c4ef501f9856b92ee8d9594fc9759b4,po_abp_dgger01_m.dds,ad07723b2ec7b7696292bccb718a7423ad86dea95209f7357a1289301302809b,64,128,DXT1,24620,4224
po_abp_dgger01_s.tga,d581754aacce20d3f4c2aee3a7a52d1daf08783b646532ccb818c879af5d4fc9,po_abp_dgger01_s.dds,2b494a2a98f26c973b4a6df3564f5aa78b6e972eda81c2750b995943e485fb05,32,64,DXT1,6162,1152
po_abp_dgger02_l.tga,17437f0e188ac6181e481e68d01c16e5862bb9f7f7a76e327cd0e1b0cf982225,po_abp_dgger02_l.dds,f254f88a6be787af5248cacb3b1d8c229aa459e1cf12595dfbdf3692cde41c59,128,256,DXT1,98322,16512
po_abp_dgger02_m.tga,03453fbe195792e81579732af5d80d77f73ffe2dadc2abc64c553a9c7e469e45,po_abp_dgger02_m.dds,e42af3689014c6f5416cc67ed9355ce1ff9d9c1c491ecc48528baece981cc3e2,64,128,DXT1,24620,4224
po_abp_dgger02_s.tga,853f04a81ecf7ace6a0e5f34f4cbe1bf969d9d8146a0b4330282135fcaadfb4e,po_abp_dgger02_s.dds,b4a8aa6a4bf31d688c157932a7cfceb2c1506587ec89d8bcbb4b546630dd7806,32,64,DXT1,6162,1152
po_abp_flail01_l.tga,eb5639b8a444b185939e2345a4fbbcbefb555f5c5ba23a96281febc5bb2dc083,po_abp_flail01_l.dds,48f4eac4ba502f195afbd4ca4b049cd4d885897458fc0b560394108669f62219,128,256,DXT1,98322,16512
po_abp_flail01_m.tga,c674a87cc8f4984eaf71c484a0aa61edce62fc9eb4285f4f97b3e3d932055743,po_abp_flail01_m.dds,ac1b0b46bf348ddb5158e4cf920f66d44d3d4ee84046403a578359e65953e52c,64,128,DXT1,24620,4224
po_abp_flail01_s.tga,812c3c5732e66b0b37b43d3a461fd09024da4fe879fa795ab63f96431fb9fd82,po_abp_flail01_s.dds,b32d14860434d6ebb431a702c0d0bd47e2296ac4aa67f72701d967820a76d02b,32,64,DXT1,6162,1152
po_abp_flail02_l.tga,8976f488cfe1552d814e5403e6a213752884896995d433d6b020d5e1f2a3bc1e,po_abp_flail02_l.dds,c6729c1befb416df6d73c4793418c1555da2241654a7430ee207c4e106dbf5cc,128,256,DXT1,98322,16512
po_abp_flail02_m.tga,c5639c913078999343576f000996dec6124b29d40ac1c6d94a85326f07884fc1,po_abp_flail02_m.dds,7aab84ec99c643cb96d764090e40eb6d88dfe9b381923319c75e0ae276ab6b03,64,128,DXT1,24620,4224
po_abp_flail02_s.tga,b1dc953d036db99dee4b8203dbf7c316cc78b1139c4b9a649987d1221585ee3e,po_abp_flail02_s.dds,502406453ad45587ae9173c77952769b0704be5470609b2ccc9c0012717978ab,32,64,DXT1,6162,1152
po_abp_flail03_l.tga,63716295c10e0c393e25033acd7467325ef9be00dfc9707654685ac88035c03b,po_abp_flail03_l.dds,31e0fe43024d352c69abd167348ce794950a2a9d6c3dcf9f0a7930484037954c,128,256,DXT1,98322,16512
po_abp_flail03_m.tga,13790c2c53cc79ec93a21300b31a96823443d9bd34dd43694d9bd19b53602bd3,po_abp_flail03_m.dds,deff36acc5b0c5d34e86f7975449a73c6a34dba0c52a91e739a67989953b0169,64,128,DXT1,24620,4224
po_abp_flail03_s.tga,3fe0c9ed5f48792478b61000606fb7aa45786fe6412b10aded8955d9f0d4ff6f,po_abp_flail03_s.dds,85045167f6b164b029471382a0c182ec3015083f243999bcf16ecadd0a72fa15,32,64,DXT1,6162,1152
po_abp_flail04_l.tga,9d1e40eed1ae3ba68de5662300156b1d676932fe6339aa64dc0f88796d1a2bd3,po_abp_flail04_l.dds,e292d1b544e50e455e6e68c94b5b681b73e8c23a39c749bc0505823800e09178,128,256,DXT1,98322,16512
po_abp_flail04_m.tga,d586ef9c12c3be65c1d540c32a01b9ba261f1569c6f47be0ba73b5711d8ada5f,po_abp_flail04_m.dds,7bf69f3ae04873e6b2e3bebc79f1ad40a89e225b05ddc5ef6d97b9efa6c850c9,64,128,DXT1,24620,4224
po_abp_flail04_s.tga,e2e4b67878c93210d6f113dae665cd2da1404c2368c6fdf2797df074842dfe81,po_abp_flail04_s.dds,5f61a917e59c4269658b5bcb1ba811e7eec9faead7b89f06cc320968693d563b,32,64,DXT1,6162,1152
po_abp_flail05_l.tga,6d7b0ea5d1e4b72db250fcb9aeabed2533360529fb95ceccae6edc9b653af566,po_abp_flail05_l.dds,cddfa6abe15ec33ced094e5706e24eef3bf96b2d240fd9ee7e4235c7da81431f,128,256,DXT1,98322,16512
po_abp_flail05_m.tga,d4eb60763ffc72d767cd7e79bca77689ff8c548384854b2a96b3a0089657e5b9,po_abp_flail05_m.dds,6ba427ddabf7709b63774a7d22a7e51ac74122d63af9d60ab7e4e4c09e076420,64,128,DXT1,24620,4224
po_abp_flail05_s.tga,4342a923fd596ef3430b4b20c614d8b3287866e322d17dac412b39afa1c5d8cd,po_abp_flail05_s.dds,6c07892dbd0ab8c6bfb78d81c6bba8d1ed8226cf0cb86aa5d747d59a8c13a684,32,64,DXT1,6162,1152
po_abp_flail06_l.tga,703874001f72d8269c38cc58abf4a4e8dfbb2526959c491071d75037b7346488,po_abp_flail06_l.dds,216ff423152ed1534b1876818224f83779655f8058bf7306ec73fc6cc6045579,128,256,DXT1,98322,16512
po_abp_flail06_m.tga,d1a5a4bf5351bc74316cb92a27d2014d42f1be9fed7d6b6711611c83e2722752,po_abp_flail06_m.dds,927903b9d114fb99c87eea44fed82c56f509681b75dd66b4381c5d79c5658091,64,128,DXT1,24620,4224
po_abp_flail06_s.tga,19a50cedbdf25e003b3c5143c48d9e495e02fc7ce9087232619240aa537b84cd,po_abp_flail06_s.dds,d6a7cb3f52fe2ea622d55515130fe60585fa38604b5cddbbfe28937abbf61f21,32,64,DXT1,6162,1152
po_abp_flail07_l.tga,27064e704cd244074b2ca000bb175f0b5b400bbded6dce78a8f8d388af520ae2,po_abp_flail07_l.dds,2631e54272ea5a6f959545504f9539e912c11cf2e3b5f041e43a34f9cf93df10,128,256,DXT1,98322,16512
po_abp_flail07_m.tga,9e6b40a4e4b20929c822142474f9bd5bd826862889efa6972a3b29e2f1910a2b,po_abp_flail07_m.dds,5444fcaa858b7836bce0f97c894f4f37d8efea6f4bc1a1bd265fd28868c2e737,64,128,DXT1,24620,4224
po_abp_flail07_s.tga,3dccbdfba3ca75a8e9f289ef8652e6adc522d9c22a7d688689399d6e4d51de09,po_abp_flail07_s.dds,ec8c46355dfe0c70b429b8aabb2399999ce9498d2659bc8d1435d8bf616a6759,32,64,DXT1,6162,1152
po_abp_gaxe01_l.tga,f5148f1e7d3bd367d6f744611d541fa5ff15b59183a73b372178976d2840639a,po_abp_gaxe01_l.dds,f88a118b7fe4831227877b94cc9abae89fcc18a37db1673930f66daf476e2fba,128,256,DXT1,98322,16512
po_abp_gaxe01_m.tga,2e776932023a5bca6fbea4dcbeb6c7cf57321f20721b18a63f5ffcc2e80f375d,po_abp_gaxe01_m.dds,1de590d3c5eb5f405a14a093d7f02dafee101f4cb910358c684ea953b1cdd48e,64,128,DXT1,24620,4224
po_abp_gaxe01_s.tga,fc6e3c99a3c59dbe0ae38626ba5722f070c80d7e850f20542b9d21b178d7fedb,po_abp_gaxe01_s.dds,0107dcf54d81f406805c38a1aeb6e5f2b5fe123b071a99ac0b4bb1fb04fadff1,32,64,DXT1,6162,1152
po_abp_gaxe02_l.tga,59f3d24f906ebe515cd3816a2cf05d800bf3c00eead081b16ce9fd4933e8a6a0,po_abp_gaxe02_l.dds,9782b5431b8d0a01441679bfdc1de59a52a44cdc5fa80d3728a60c1aed5c095f,128,256,DXT1,98322,16512
po_abp_gaxe02_m.tga,45c0cb7e8a337c6a3b79e7d201f772e755999ccb9871abffa6b49e9b567bb2d0,po_abp_gaxe02_m.dds,8e1fa78e8451f0d2549210eb7ddcf80d96fcf20fe39e99196f0784905506a5a6,64,128,DXT1,24620,4224
po_abp_gaxe02_s.tga,5dd5d9f17456d49bee775bca862cdcd0cd95e47b68f52752dee436768b5403bc,po_abp_gaxe02_s.dds,7c59357180e138de61134fd685aa7e1dd6ce3010eae31bbf8de1fd6ae55116e5,32,64,DXT1,6162,1152
po_abp_gaxe03_l.tga,0d3baf2c57f14096b389056985076106d5b9d5b56a101fdaef78de893b2bcbae,po_abp_gaxe03_l.dds,ff2577c6bd44ee2c1636a89250e60717a2c6908424b5ea9b68a8257fe7a1f66e,128,256,DXT1,98322,16512
po_abp_gaxe03_m.tga,0169d9ad9ee051e5df1c49726a94156b1663f75df562cec4e91e4e76d7484d9f,po_abp_gaxe03_m.dds,94a27b30f55775692c500839ca7044ccfd93c96b2b5b884c19963ccae9b4825a,64,128,DXT1,24620,4224
po_abp_gaxe03_s.tga,2b41288ba992225f7e8fbf391c981ec3878cc8f194330740058a42a398ac6523,po_abp_gaxe03_s.dds,659118de66577f5d406851fbcad8248c09280e3e2851e22831c8cc33df51cc93,32,64,DXT1,6162,1152
po_abp_gaxe04_l.tga,17f6244143563fd8b049f95ac3281ce1e527ac2bf7be73eb62dc0313409d35bf,po_abp_gaxe04_l.dds,14fbc5ea0d291e1090c75dff2fa944567efc248399a1b3ebb902b82f8c7b8034,128,256,DXT1,98322,16512
po_abp_gaxe04_m.tga,5003de96c8c52e3ce1b92546dc682264c5bd5f49e0ff388923f6af6177f44278,po_abp_gaxe04_m.dds,1df33007236320d47f095edfb99e6a202257da741477883291cf544bf1960346,64,128,DXT1,24620,4224
po_abp_gaxe04_s.tga,60fa1305acfa3bf94734b2ef4f85a69ff82a65a31c6bd171abac1cded1277da3,po_abp_gaxe04_s.dds,fcfa88af7adb4964f9182b3ab8f6c6790ab4cd7235f110c1b9d6ac18647614b9,32,64,DXT1,6162,1152
po_abp_helm01_l.tga,42292d7898f695502d7e06280a75f25fd9a89c4bac7673985df6732f56385391,po_abp_helm01_l.dds,8726b590ab541ed871df844fdeb294ebde770c7270ea24d3d57d7b0af07a9236,128,256,DXT1,98322,16512
po_abp_helm01_m.tga,b1df2cfdc7dcf31de6b0f3aef291a5a005708a586bae1f72f007bce362f9ad08,po_abp_helm01_m.dds,3b929768c7ba37c145e66d2b953062ec1ba2cd1de37304651e6093fe314d2026,64,128,DXT1,24620,4224
po_abp_helm01_s.tga,db269dd1eeed4562feea6b0f7395d2c6ec3106c120891fd54478550d897717cd,po_abp_helm01_s.dds,53653aa2211ba535f871e882b085a4b67f6b2596075b78875388fea7f694314c,32,64,DXT1,6162,1152
po_abp_helm02_l.tga,39ae8f5b6fd10f7ed6822eb583097855e55ee34ecbe89da5e421c830faf0beba,po_abp_helm02_l.dds,ac205cc60382b0b887fb4666390e437513aca658b88307eeebb949b9326c6a4b,128,256,DXT1,98322,16512
po_abp_helm02_m.tga,349c345c192603a0316dcd7339141ea1e59f33896b0c54085b543fe51c146d8f,po_abp_helm02_m.dds,2fa548b480c6e5b9c7b0ed966cba3fca672dc9f90b1b12a3d33b5d928d97fb37,64,128,DXT1,24620,4224
po_abp_helm02_s.tga,71c69300b64eda34e218b5f9dad401cbf5fd91e490778067cb121141bd73f899,po_abp_helm02_s.dds,207ebf142df8ed70919647c1e6bf69477d5c5aca25b9c2143153a5c5ced0e9bb,32,64,DXT1,6162,1152
po_abp_helm03_l.tga,ee2eb9da8ccad695839682ef95590b38b31ba779508329bf2cd3619b2798f5a1,po_abp_helm03_l.dds,31698f0a0e6bc40b7692f85bb41c9cd13d86bc78e34c03a5e800f4eaaa20e2c3,128,256,DXT1,98322,16512
po_abp_helm03_m.tga,8c039ca6edf789bd6ea6a87ac357a3e41bb8e7e67b928d50770463512447a6d1,po_abp_helm03_m.dds,015430a290e022879298eef19ed0bdb12ab0a1908416b8220036adc9ae3412dd,64,128,DXT1,24620,4224
po_abp_helm03_s.tga,b39d1d374be666ca47c702c8bd079c1f4b51a45c941d043d28ead89a01446e55,po_abp_helm03_s.dds,f3539ec795ed90eae619e77a2a3bc53cc35c603b6c698a064ae2b8aaf4f6ffd6,32,64,DXT1,6162,1152
po_abp_helm04_l.tga,c40cc25c9e3282dae2f2692f3723df2219892ec379636eeee7cb0c1ca6603fc0,po_abp_helm04_l.dds,76d99dddd011f1b61024bbdd12c8b0c78676ea6d05ad45337efb15dccd821281,128,256,DXT1,98322,16512
po_abp_helm04_m.tga,f7af12bf3aa272c5a38d5de93573277170d6147122004c35caba1263a2f35ff9,po_abp_helm04_m.dds,8c515e8768d8449f932eb89a52f608a8ded9a232fd75620d727dd73e85d2debd,64,128,DXT1,24620,4224
po_abp_helm04_s.tga,8f3f96466c1929d2e17cc01bec67b72370250a85f7d578076e754f9d0f5af72d,po_abp_helm04_s.dds,97dc86c271c8238e722e416e55e97981fb7f1d607c2135d0d89ab634c0ea7769,32,64,DXT1,6162,1152
po_abp_hlbrd01_l.tga,ebee8b2e9a4a7367688f488f92199f9ecec7d4de83be03db77af863743ecef42,po_abp_hlbrd01_l.dds,9513951082b9be8c3d7dec68daaa9d76f0e661adaac4e6373c8591edb299adc3,128,256,DXT1,98322,16512
po_abp_hlbrd01_m.tga,456df68137fecf1b03963a08b4d4432f687259424ccda93edab16cfa8a4107bc,po_abp_hlbrd01_m.dds,0bec01181c61f48bb98e26335f276b5496276a8673c90495abe196efd107e950,64,128,DXT1,24620,4224
po_abp_hlbrd01_s.tga,e20ec75ef9eec39e213585ce47446008b055c6504f1ead2752db44c1760441c5,po_abp_hlbrd01_s.dds,a1da0a62951ffcc1d0d66ab5a9f516a24f2d7fc7d4ba80430db88bcbd8eda7af,32,64,DXT1,6162,1152
po_abp_hlbrd02_l.tga,a08d8f9a47e5042d2b9c29818870209fc7a3077aefdc417ae8c55c4f69ce177d,po_abp_hlbrd02_l.dds,37086c4f52dc82cfa31cc85b5c58b24152387bf9e544f9915e68b3bc78fabfca,128,256,DXT1,98322,16512
po_abp_hlbrd02_m.tga,ebceabfac62cf8f5394ec35351a7c78a83af62123c61369b5e56d608634d53af,po_abp_hlbrd02_m.dds,e0d6f95c9d511e15f6c5587577b8e26938f68f32b66e2dbd70e3da76bcbf11cb,64,128,DXT1,24620,4224
po_abp_hlbrd02_s.tga,7b52e3ac2b70bafc7441e0793887426d6e583f75902629b226752c9628e9a94c,po_abp_hlbrd02_s.dds,9d61c0e92327d7362dc8610f0303f06cde986120208568b3b2cdbc6690d102b2,32,64,DXT1,6162,1152
po_abp_hmmer01_l.tga,5021188721f7155e87782e182ef205c861e84f05f653b2140c6c9ebc99c84d80,po_abp_hmmer01_l.dds,d494e047fe8d2186304c1e428b5c1d8d743ec3261187ef180a19e7e58c6d87c6,128,256,DXT1,98322,16512
po_abp_hmmer01_m.tga,d0a51453771804fec58cd797fa846503df645e073cc444e36b3d1eda1386553d,po_abp_hmmer01_m.dds,ac90dd463dc2c77201dd83172b0d77b56f52ca6df2d97c117b546e367abe5a2a,64,128,DXT1,24620,4224
po_abp_hmmer01_s.tga,34ce7fae017e181f6a30b08f140cf7ee8b72e05e75279bc587ec012f0318bd49,po_abp_hmmer01_s.dds,e6ad41074c9884ac1ac7511437be27da47e1c7c66c17099b67634826b5620e41,32,64,DXT1,6162,1152
po_abp_hmmer02_l.tga,d62b10775870bba0807c967355bb40a894d1dc9766161a76dc9f81c78e811045,po_abp_hmmer02_l.dds,1b8ac2feb9e101ecbfa2def7c69ba38b36fe9fc98e75312cbc0e59ad1fa2b8ea,128,256,DXT1,98322,16512
po_abp_hmmer02_m.tga,9930599db9b6417309ad6b243f47e8dfc521c6f9ec8385ba26a7ebcb8538cb94,po_abp_hmmer02_m.dds,884cd741e10eea3778c7c1259bdfd3a3633b5c2b9e75f22305b2fdc174e7f718,64,128,DXT1,24620,4224
po_abp_hmmer02_s.tga,0d407beba0c6e23318237dbcb280c77effec43c5061691456bff2258b0692bd9,po_abp_hmmer02_s.dds,459fba88aec2bcc4dda4921b394767bc7b0857dfde0ca89677428c326c7cf8ab,32,64,DXT1,6162,1152
po_abp_hmmer03_l.tga,1162997bd931b718d49fcd206588d2105df0aabdfedfcef565d49f46745780d2,po_abp_hmmer03_l.dds,0f5833f699a3bbaea0758792cd251beb9255be05d0d638c35b4fc50b4c612edb,128,256,DXT1,98322,16512
po_abp_hmmer03_m.tga,7c7419a50ee0675c47008c2dce57be880b397d45e1f35ffc0a83673d1cf36db2,po_abp_hmmer03_m.dds,f20481d69f8c7787a7f37d02b25ff7a70437e07591b9322214db510c5c169cc1,64,128,DXT1,24620,4224
po_abp_hmmer03_s.tga,777ec53d654f92092bfb0617dbd07a8e1f738256577f7cd0120b928e99a75308,po_abp_hmmer03_s.dds,2a837f2c8bc9a25cdb793ff5d562df046d5d3a7103ba30375a397013d4177091,32,64,DXT1,6162,1152
po_abp_hmmer04_l.tga,de9490dd4cf16e537050566102a60a5f393f024c05a03a68b4e61523be7edfbf,po_abp_hmmer04_l.dds,d659a56512727c34bc50c3fc64ed133843461fe7d64b64eb2b6da78aae54ca8e,128,256,DXT1,98322,16512
po_abp_hmmer04_m.tga,0127ad496c5c3d666d413f49e9480708f1c91c8468830826cc3e0f958333fb1a,po_abp_hmmer04_m.dds,e14dd5c13ac9d81a622cd692f47e2ae0e5e418648ac031859ef4b85fb7493fb4,64,128,DXT1,24620,4224
po_abp_hmmer04_s.tga,940e4ee22035f6058ff390828f9e5c67636be3f72b2052acee16524aa4c17bfb,po_abp_hmmer04_s.dds,bdb4ec7e34f9b25fde19307d0e1b822082abd5d98f90d83ea9963d2f6bba914c,32,64,DXT1,6162,1152
po_abp_lbow01_l.tga,dfd062ce3ba0c0875d1284fc17e4f176459c27e87325d1f3f36fc0643b8a7fef,po_abp_lbow01_l.dds,8055598b6616213b5b044713a54499c0de9da3bcf8a9f3bf86a36da54dc688a5,128,256,DXT1,98322,16512
po_abp_lbow01_m.tga,5c9d1adfe366d08a64333ce09c423a5cb55ba610622ccb6b996c1997d97f5881,po_abp_lbow01_m.dds,24ad2eb5d29ef34d8993323198ff48fc40f0ce77b9a897a8ed61ae9da857eaba,64,128,DXT1,24620,4224
po_abp_lbow01_s.tga,989907e4da9a3746946d376c919546638f49e0ba5e3d72592c4d2c1c2a80e0af,po_abp_lbow01_s.dds,e205a4aeea351240e244f3a1a230dc795737dfacd120ff56cd0c4468378522cd,32,64,DXT1,6162,1152
po_abp_lswrd01_l.tga,5dd3bc143d10fc633755093b91225487ab441bfb4f80c443e4c993beaa0ba7a0,po_abp_lswrd01_l.dds,9654b907788aa4a0e0f5c6d690a87a062f635f9c1e864b2d606cc9ccf26d1c72,128,256,DXT1,98322,16512
po_abp_lswrd01_m.tga,b2c6c24fbe6fbdfb776f949cc2aaaab36f4e972f574864fb9e2ffbfdb34f2c5b,po_abp_lswrd01_m.dds,f428d2cbdfaee638de630eb372f709b219978d05f5630a68cfd45fb3f4724fac,64,128,DXT1,24620,4224
po_abp_lswrd01_s.tga,77004e6c33cc2f7c07fac28255328cd04f4fdf300b459179ebfb0cf3c276f1fc,po_abp_lswrd01_s.dds,c16821f740ec786a03d6ab5e51f979082a9968af9a4448c090372b8d763506cc,32,64,DXT1,6162,1152
po_abp_lswrd02_l.tga,448feee316fd80cee3b68238471e94137852e0768ad2996ee09c6b532a28dd84,po_abp_lswrd02_l.dds,08c90cadd58e0fe4eed5e42aed2eeb756d175b2e22093154f7980f267bf64dc3,128,256,DXT1,98322,16512
po_abp_lswrd02_m.tga,d0d676318c500a9b73285653a3f6c151d32c9dc0f024e969a9dd2399b72536f8,po_abp_lswrd02_m.dds,bc075c9397cd47d006a9932332caf64ffe8165811b3553b5ac0f163a8d21a136,64,128,DXT1,24620,4224
po_abp_lswrd02_s.tga,418a025919dcbf560cba41f53f0acccaefe406b4f7f9961f4df49287976ed3ba,po_abp_lswrd02_s.dds,b55f162565692caf79360ad64eb88c61faa7ec529ee14e0515b67cf0144ab671,32,64,DXT1,6162,1152
po_abp_mace01_l.tga,b29c5a1f42e1a4bf16b2e234ea7f39aacbf3f6082ed02f706a0b592af52c0596,po_abp_mace01_l.dds,a723b841006e819a74dbe892d3073f238491885c02a10c986bc91626eaa62e54,128,256,DXT1,98322,16512
po_abp_mace01_m.tga,2f81ff771b03a307ef3a33dad3681fadf20bf4da1d0cc19ccf53c06fc35c0f6a,po_abp_mace01_m.dds,f3d3a62cc52101552ada7aa7c4a5dbcab148d6854d1c6a02f8c57bb6b70513d2,64,128,DXT1,24620,4224
po_abp_mace01_s.tga,31744da5096cf22dd7eced5dbd0563cea802f59119f1d085b0226899605c4000,po_abp_mace01_s.dds,6e50f66dc58cb9fb24387a398f4b55f77bdc3e98746a0203e558ea381b3d2f9c,32,64,DXT1,6162,1152
po_abp_mace02_l.tga,d411906fdba309a124d56a5e24720d751c162ca9b56e0471636100f06b08a7c1,po_abp_mace02_l.dds,32dd0b3656bb9fcc87ded50594c62b7cd404d6e2ff9c13ff59a0c3d6ee8a39fa,128,256,DXT1,98322,16512
po_abp_mace02_m.tga,ddfdfe8aaa25e465d5a1321157a8474ad5b44925987c68429309534255097220,po_abp_mace02_m.dds,0c553716aedea6d46a3ef832cb44d815f7925b60c234c8446c7031dcbeeda4e0,64,128,DXT1,24620,4224
po_abp_mace02_s.tga,9d68683a0896c5b38ebe8e07a226cb5a558405ba5efea6842f9fbee9ae9b6a38,po_abp_mace02_s.dds,f37a850af270e97231a1f0f4c396f5edfe36b5811cc5dacf50b325f949ff15c0,32,64,DXT1,6162,1152
po_abp_mace03_l.tga,eafadef6b17fcda431a0bcc33aa6786bb7a5a81defa911a27c3e835b07364413,po_abp_mace03_l.dds,b3db38f5d291b28e3134d28168c65713929d40f92395212407ade0d3454b550b,128,256,DXT1,98322,16512
po_abp_mace03_m.tga,e0b96a0345f541d62999f30099e046fbcdd3b9ee6fcdefcbfd53cdf099574115,po_abp_mace03_m.dds,ba5f2e96f9b5adc714a41dad0413b53a0e6bfa3791bd2567b7156b4260021945,64,128,DXT1,24620,4224
po_abp_mace03_s.tga,4989122fd9d6d538a0a3fd467a092338b8984b95051d492d5814d298b3b64bdc,po_abp_mace03_s.dds,8212207177657b90436dbeb22037e4161d6c0cb3e96d95783a982dc938648e74,32,64,DXT1,6162,1152
po_abp_mace04_l.tga,6598279339710da8f0bf8a8e136372df8e7165c19ed032e442841b77e9909dcc,po_abp_mace04_l.dds,1e9d676540a55771934a86b04188d9e7afdaeff045512927e82bf85f0d90fda8,128,256,DXT1,98322,16512
po_abp_mace04_m.tga,db1c6af8e9c492da70c9bf346f942b0103e716ce941c5c31ff042d99faadc9b6,po_abp_mace04_m.dds,27f2c2a7af013f1ceb1a2bc0665beb00aebe07eaa60042700fef2c3797503bcf,64,128,DXT1,24620,4224
