file,canonical,reason,original_sha256,corrected_sha256,canonical_sha256
po_el_f_515_m.tga,po_el_f_515_l.tga,image comparison and visual review,bac9372591a89e400662939b5f0aa5df9dd78175009cddde2563a14e61f62b23,fa3b09ac6756b8a8b080a18b2acfe6c8183db22bc968a3d8fcdc8fa7c4f76dad,85ca0f435ba5b9e2358278bebee4eef37de2552e189e4be0c0db4049d1b97ace
po_el_f_517_m.tga,po_el_f_517_l.tga,image comparison and visual review,88e6706dbdd24ffcee63655b12bd80b9f362c24d0cb5707d253f7746bcde9628,dfaab02ca2256bcc795dd8ea7cf7ec39c187e7198111c55e1e40a1fe2a32efe8,6e9765575f8ed4d1d1fd56cd1c441fe4b5bb2f197d2cb0e764273219af314db2
po_el_f_518_m.tga,po_el_f_518_l.tga,image comparison and visual review,9be23a35276e666c6ed81a38a06c5b20fda939f1aecce77a36d2c771791d19e4,b67aed7581adea122ef9074e1ec4242b7b5d7c7b35accbf3347c732e0c793fd6,d7c0cc9171efa7d51ec7d8a06c6e3613e431867c46f7d04cdc73ff5cf97111e1
po_el_f_519_m.tga,po_el_f_519_l.tga,image comparison and visual review,aa87e268092c5d72a62d7f7b871cfc27d1a16acee6e31e0915b8c5e9c6c9c222,216cbc9b67f4766032f9d59cc6975c6691f550d8545d3e723e69020128027110,186d4d8e01d5757db58214db9ce233cb137d64360bf33926b3ba03ed7bab1d0a
po_el_f_519_s.tga,po_el_f_519_l.tga,image comparison and visual review,92790a0d274c9027c7bc137964ae092d99fa4940c452abd24e5ce407e1b8de7f,b35dffed1331c95aa188f075ebd0c7544505e04f39d783bba00bb9196f640c61,186d4d8e01d5757db58214db9ce233cb137d64360bf33926b3ba03ed7bab1d0a
po_el_m_505_m.tga,po_el_m_505_l.tga,image comparison and visual review,df7ed12f8fa13e99f1f2554fad94ed5031728623dd324f02656b16273b0d179e,192e4eadc4dffab30a12db897500db57ea39d18b0fbd7bf227f32727735fc75c,73abe474a2f08d12fd9940a9746d9f61bd60521fea992b0802bc16fd61aec596
po_el_m_505_t.tga,po_el_m_505_l.tga,visual review of structural asymmetry,92af0517efa05f0db43cb4fd5a016d5e6baa198e3081b285a534f42ce7d77e21,c3ec6b8acf2e0130bb114a9d7172aa1119be9395029107188281dccb5f3d9cbe,73abe474a2f08d12fd9940a9746d9f61bd60521fea992b0802bc16fd61aec596
po_flayer2_m.tga,po_flayer2_l.tga,image comparison and visual review,3cb9baa0ff1f54f89d287c8acbd5e8d4b674563fc748063ab04fc5d41eb57b50,205a9ed2b4ef65f080cb1a12500897b101259557314b03697180623416ef26b3,2211e13833244ad05de1a1ac69bac7307cc16add497427b7718837606ea08879
po_fplanetar_m.tga,po_fplanetar_l.tga,image comparison and visual review,d400e905f44635163fd7e80ee9e19bd40f8ef90205eb9253d82cb1691d5a2250,519755f5bde5969a64edd09875ef8a53ef459863086cdc2e960786d576667f62,e738a2df75c5c329bdfc47d664ed4e340a5098718f5658b6bea9f2db003026bd
po_gichair01_m.tga,po_gichair01_l.tga,image comparison and visual review,92f74d3c885b3512e63f48f0a5f2c68e70d68031f607fa6a58c1409b4b59e632,ff27c17112d010ae54b0e04400bfd8df5d6467977a8c7da1fc35c1e32551e2a4,50c09f6d6f838095084dc28c8f13c6afc7616e43e443527ddf04bc83c4c8b55f
po_gicolmn02_m.tga,po_gicolmn02_l.tga,image comparison and visual review,f86bacfaf13bb74a0799892ff3d8653e75c3057d748bc5bf6e17b07b4e45c885,6a946adfb531ca20646ce47d8999f43aa309b71bf26da17817971f1bdc11aaa5,8f3eda0855ae77187cacea829146cc79d40aa088a1cf0722115a504d262497c5
po_gifpot01_m.tga,po_gifpot01_l.tga,image comparison and visual review,79e20f0e7e9b3ced6786161a84a9a53555176df2f1ca85b0aaf9ec63bc6ff390,7bcaede69b856fcaaa323162e2bdf830d39b981616cfbb1929a47f0365e5e4db,aa709d4272aa1c6b7aaf68c47033130b95f4e04abde97a6a0740520352948207
po_gipict08_m.tga,po_gipict08_l.tga,image comparison and visual review,de592fb21b54d22317172166c679076381fe0e39a520baeb32f19dfaf6b1a95d,0da9e63e91f057321fc8e470c96d3b2f0c1fed8c451de50b13d5472348075954,3e4955660a6df9a4e6dc1b0b152af356da3408c1db190fac180ed91fa83cce64
po_giwindow02_m.tga,po_giwindow02_l.tga,image comparison and visual review,bf8bd248fc7a0c3f2a455ebe28ca5a4ab14653f6acf270a56ce105c12ccaeedf,a971ce45617feea3575d81ea4c5139c2d98e747369c6275bb09f2a18c42c3dc6,3737d99a6548ab10f671192d94c1896b4e839e139ab40be86e13b2b406cc1329
po_giwindow04_m.tga,po_giwindow04_l.tga,image comparison and visual review,628afd37394f63eabe51f6201ff5ad05ae0fafff1ddb88446bb124b4a88904f5,01016919b9002d7cca4e062bfd205c696bea6c75d7dfa6b699f4cc433bd2cfb6,032e497690c4b32f4ddc75bcb4f6b73e7d5ccae2730c03c2b0b433ee2ea3ce23
po_glabrezu_m.tga,po_glabrezu_l.tga,image comparison and visual review,b045732a7b4cd13de770db05b999155acceea3663bc6a0202df3f5f1163ec83b,0e4ab7e70c0cd5c8a4d23857e51e05925277c4a0b6d9f65bf0805710768b0ce0,4ab61a7a30ad763bf23c8023464d1adbed0e08bd85436169c778ff1566e90dbf
po_gn_m_502_t.tga,po_gn_m_502_l.tga,visual review of structural asymmetry,a89fe524cb52476b40eedf1bd0a794976903bccfeb22a7d927befbc9285aa76a,1ad6569a589225c5e52b547b00c4934444d8ba1741c8f4a4237671409d0026cf,d89d8b2889a5d2b7e6e01c4f31acfb5a0b68951654d2ffba316e3859c642f680
po_hoodshade_m.tga,po_hoodshade_l.tga,image comparison and visual review,f967ac054b4c4bfa0c0cb6a4dd87fa9a9e754cb8836325ceaefd3e4b9e7f870f,a28bbcffecbe2a5390925a423e1b8c6dc10cf87830c458eb3a21d5f0f30e9a69,6a35c6ab72418f7c4bdb00db4abce4bae3710221f263dccd13b89345e9a42b4b
po_hu_f_503_m.tga,po_hu_f_503_l.tga,image comparison and visual review,3eff61909f38205b69c1d0209400d5006fa0dddc57de7ad13cccdba9d4c58ccd,2b88be3dd6e74f96365f02cd7b9a707c166145663ca5f3e3a93b514507b3acc2,83de81fd5a757b194d9acfd23925faed081adeee189f9fd132608aa57500be7f
po_hu_f_505_m.tga,po_hu_f_505_l.tga,image comparison and visual review,cf7b6600f96a657fa0977d06e7b0949798f3124bbe1fb334809a547d0d163796,7e140ed3239b6d1dbba58434b9b11569ecc2433c478e21b6cb899e0a9e93e188,36fa4fa20ea72b3e06cdb0b51b3726e18e528df0eb89e236b508e844066fd1e5
po_hu_f_510_m.tga,po_hu_f_510_l.tga,image comparison and visual review,f05a7ee693ee1f7bd4ac70e7d18cad74b5bef02d852012fe98fa1c9f46fd858d,e0886a2b6639fc9bd27eef1f9c3acf057eabac3a831c6c1197c0e4329564c4ba,6f80063c361ba6d3d5d41406b7890163acf2ad40f1f7f26107168c9ca9e1e80f
po_hu_f_513_m.tga,po_hu_f_513_l.tga,image comparison and visual review,b07b48d2700cccd476ae652bdde858c1d988799fab698033df502117092859b3,3d938729af2de8875bcb7b2541474295f9b504a855a7b913c677f581b57d7df9,8980a3d305c7200f148968e44660d5320b60de8ffc45064d2afed9ae8ffb2111
po_hu_f_515_m.tga,po_hu_f_515_l.tga,image comparison and visual review,be46f4283622644f8f38e750a7f39350026acf98a4d452dce36b194ab4181c08,f3f69ef6b685febc2dc3b01225747f82b9b231c07c0f9fa4c9709637a42295f6,edef65942c3b1334c6410cac329808ed0206dda2f077efd57435efa20d29de25
po_hu_f_526_m.tga,po_hu_f_526_l.tga,image comparison and visual review,a43349527d97583fbefbc71cc6c5a5b43d300f1de0e994b0e677670c9656dd01,72f053a97c3c859c44b12f5845a12f1dc6381208536e1005c21a26e6fa5c4353,0744ecf201589dc7f99fde738abb7a1adbb89eb44c1fe6aa41b5dfd0e6929823
po_hu_f_m02_m.tga,po_hu_f_m02_l.tga,image comparison and visual review,e2da80633df42e7750677a9f9c38dc738ae9254b39c6d5fcfacfa607b4bd0811,06458991ba30b03a0e148edadaf91ec754abcfdd60c2d3148bc0c70d5211d805,b04a2e9cb1856e1967f437e54ac9800b3e559abfbb70e9a3a4bf2adb26197fe2
po_hu_f_m06_m.tga,po_hu_f_m06_l.tga,image comparison and visual review,78481ebb4e023a19af860f4cee0fff2825915cf3fc3ca1088d79220e9ffca34e,bb0bbcf74ff0ac06a1ffb7b4414773bb3120aa58adf6327f8d0143f825c17aab,683e03385b99276471ba50ac2e63451cff9060797b34e908fafd0e218b1bfb9f
po_hu_f_m09_m.tga,po_hu_f_m09_l.tga,image comparison and visual review,aeed8492f94e5e6793b87d4051ff382377257ce94eab780718f845d34121d6f2,8fa1e66b85a614a9c356029121e651804191a82f5029991ad41580037c614e18,09b19c1295d8ca6af14a6ca618334ad5b3f73a06cfad9e80dc88f2f346b6be4a
po_hu_f_m10_m.tga,po_hu_f_m10_l.tga,image comparison and visual review,521c5c1fb0d179957af7761603df4b429690cb3f66d09c503581c79b77deeff3,6ff7362bf59e42a20c43fcc8d010914d32f85f1733ac24750714f6b4e33ca23e,c1eb2dbef0b0fd8a6c2afa750461c97a3603c06abfa122fb1d64ad801d08f1d3
po_hu_f_m12_m.tga,po_hu_f_m12_l.tga,image comparison and visual review,a315f071e3b582f44af4cb135d2309fb8c260a233ac461fa04015c9230b8bf97,946fb88f5cf8876cf87f413a6d8b5cdb9be4fa807a06cc1d877619559dbd3ab0,26bb4688b8217bf4c4dceaabb0762792cb9b9cc12e5027f3c832b3dd52c2f58e
po_hu_f_m18_m.tga,po_hu_f_m18_l.tga,image comparison and visual review,8116d86f59617f24027fb6a41c4e62cece3ec92e3e502181158dcca17f7783ca,a40951f69a69a00f51eeafdc301f0e89e242999904ec64b4e8bd6314cbed1211,d03d09aaf535183f6aee098fdeb79882343e56d939427878b7cd717bd182201f
po_hu_f_m20_m.tga,po_hu_f_m20_l.tga,image comparison and visual review,172349aa935f2680520e01698f96beb8420d614eac188f2e7aafa83d41ed911b,8ddeac209dad1c4c99570cce43b9d2a9297cc047e629830ef059345fc7b4a225,6370cbb97863c0dddf42f043d00dbede0f4201f2d99162f077285043a31ec6f7
po_hu_f_sf12_m.tga,po_hu_f_sf12_l.tga,image comparison and visual review,0c77745a9872ddc343037570400e435b199a7e386cbcea7e137dc0516f22a6aa,6d2a2240c02378926645eba3d74120be397397c0946936c9c2cecfb24f5739ca,87af9563d4eabd30d2ebca8afa7ed783e11b6c671ca100837ac0cbf767b9f431
po_hu_f_sf15_m.tga,po_hu_f_sf15_l.tga,image comparison and visual review,b2d5b9190693e936f70290c8e05f23f39962d32b972ec0a456cc4bd2a3eae3f8,1be3d771d3a2319d159b4bed83e44803344b93b02f07914f03cc413d39102558,12d271aa0238a4346864bac8284d17941c5a57eb57951672d1ff7c8389a1b054
po_hu_f_sf46_m.tga,po_hu_f_sf46_l.tga,image comparison and visual review,0e9b2640775ba806f4caaa0478d983a3c3adfba14a6d0435de9ddc6126175906,7461439564a31125554680196e6d95c16a57543a8f99e592807d0d173a17ecbc,0de48c2398967a0d740a15ddd0ab808746898e4435e6d97fb01e9cb8caac79a6
po_hu_f_sf68_m.tga,po_hu_f_sf68_l.tga,image comparison and visual review,b80e7710469fd21f98767a3b188dfa9b20b263d92a15bb0b294059f490e6f0c3,3b7053792f190ed6e3e99632c704ac4ee8d1bbada54263960a14cfbffe6a2119,a73792e3f64dabb8d22453a1e8fc3e3c056b151fa8629bb8552e025b4a79deff
po_hu_f_sf72_m.tga,po_hu_f_sf72_l.tga,image comparison and visual review,95b357c3033efd930d0198f737fabf4868878d12aaa69d02da18500707d7b91a,8405308fa05958fe07c46ce5d05dcd7658136b4bc4e68e43924762628fdce960,1f3168ea0691bc50dc224e5f91dab03e73e25bed31e71d77d44e1a6643b86486
po_hu_f_sf86_m.tga,po_hu_f_sf86_l.tga,image comparison and visual review,95ac41d9abd9c51269dac4adc268c2afe24ed5abc17fb4a2ed5bc25a51d80318,6eca775949a0916b39cbb82107cedec85367a487ccb91318c6acc281e244db93,854de73642c6af7a121fe00ab2cc304be213c1257d8e327cce00232789ced7cc
po_hu_f_sf93_m.tga,po_hu_f_sf93_l.tga,image comparison and visual review,69b3179e889a458a5792277ca6c0f69ef0c2cf307b2e88464332a00942238922,9b8d30fa141684c42e4c40601e1da8d577732aec57782692be07bba96a59f8d4,ab4beb21df47cb161e9cf43973092e964572412645201982f684d50ac64262b5
po_hu_f_sf98_m.tga,po_hu_f_sf98_l.tga,image comparison and visual review,04b3b7fa9fcf27227eb6b9658ed9288cc1427a47f040c5fbd4e9154bf8839845,bdd342adeb329a4b1c371ccfb4a9645976f18f352c45d4e91ae2d3bf2cd0c582,9056f34726e877f1bab52b3b1690e543ff568308d8db8e5dc7447953581ad3cb
po_hu_m_503_m.tga,po_hu_m_503_l.tga,image comparison and visual review,dcb1467ed80c944d001dfe9125b92408af2c9de6503af627c71e21d72f1af78f,b8683082d6da8e325dd37e7117bb28b31b68408368e84f343bd170a280152df5,ba8fc9cf004cd853d18e73350cbc0f60609b3a50bd2d7e1886568477d8526129
po_hu_m_505_m.tga,po_hu_m_505_l.tga,image comparison and visual review,1fe6dd8bc0b97884f6fec7cfaae7bf8c0f909b8c2e6198d34346609f2f3fa437,4224d2abc04beb8e839a6e188b5d9a0abb4a9c9a53dc4dac77967e5866035399,ae38bc6a5fbf02f10a332514be74d0c5cc376ff8370814be778dd7274cb66697
po_hu_m_506_m.tga,po_hu_m_506_l.tga,image comparison and visual review,eeedfd3ac9d5e8dc393fb36b9c6a40edd448850e6e7453477e20faa6ae001295,5e37110641db36271ea7be9016cd2dba8940e35170b4a20759127763f20ef65f,d7addad040680e1b86787ca4c105327fdea74b281fe44a4f227e7d72f629cb1f
po_hu_m_507_m.tga,po_hu_m_507_l.tga,image comparison and visual review,67025ad29cbf9a6c7e74457d1270d4e15ddcc18bca518a016e4fc30aedf1a1cb,af42657a0e69cf6aefb6dc0ba1994d02bcc88a7e199428381a54d024733e5c1b,bd90cc25580873219571311826d049d44c39ec989ea18572407f0b32590f1832
po_hu_m_511_m.tga,po_hu_m_511_l.tga,image comparison and visual review,6ca9275a39e3e3d584e88a9dc03a868e600716cd40a69bb41f4e3abd621637a0,43591ea0ef4bde15b8d8a154daa9e0dd67050d2e86dc4f884c85f2fd0b962e87,5c88bd87b906e483e99afbbf1f99cb31e4ab0e0d5df4073473fb885b7817cedb
po_hu_m_511_s.tga,po_hu_m_511_l.tga,image comparison and visual review,5f91c7057f65383197daf6a2630cc9b9b5a16c22fbecb4d8b606dffc28ce1b59,ae275505ad6a3b0bf3edab57f490a9634bba3eeea99db7a9e71c25601c6ee2a6,5c88bd87b906e483e99afbbf1f99cb31e4ab0e0d5df4073473fb885b7817cedb
po_hu_m_517_m.tga,po_hu_m_517_l.tga,image comparison and visual review,1b87825f3080edba0146a1d0901731e6d196b566027e3b234b1261d13675c8aa,6e5030f99f76ac75659743ab14a28ea430790d085107813db97c76f0caa8fe58,4dec6589c136372f1783a50c8264245933a5a720e88f6d20980fd5edd9ecb215
po_hu_m_521_m.tga,po_hu_m_521_l.tga,image comparison and visual review,2be8410dbfe04a1d3acfb998732b2d0932a635261cc677d66ca28237a6f9de98,d464a315021e41202e36a1866567f781f3d5305e3d25cc3c0c31390a7c3f7855,fed33766c3a9271c02f898613399ea27d71a6901040b10ca730dda90f1e1e9fd
po_hu_m_524_m.tga,po_hu_m_524_l.tga,image comparison and visual review,1cc2ed850b179c9b98a934174bad3e8cf57a3f43c114fb9273f3754761625bbf,93017fc1030b2d569ae19f0352b33577c2976ceeaea862bd236567709792cc2e,b5852f198bee11a234707febec16747b5eadaea3dc56d043b6c743d696ffcc58
po_hu_m_525_m.tga,po_hu_m_525_l.tga,image comparison and visual review,6857675f4934b7810956205fc039a8272fb28636a84c610e8eacbb8f8f940ce8,f333479418f0d372a9e8e727e352b53a7fb9aa917f0734ad06ffed15081b0eb6,61167dc807375716e7354016511bf993d30b37e0dc5e87b56998209b83480735
po_hu_m_526_m.tga,po_hu_m_526_l.tga,image comparison and visual review,ec87f6bc0125fc7333d0e4fe6782e68fac4b27b7c4bcf351b9f46f3fef1e5c96,2887c6b83a10bfa57a0cd1b8fc00c6ffbe78fb22da3f6c314901b6332f1a73f5,2606fe77a270ed0412fc966db9b984b1b1051f2e9f53892dcc21aab8b3781d04
po_hu_m_526_s.tga,po_hu_m_526_l.tga,image comparison and visual review,0c7809ee78f46d382199693f93260d974ddb3f09aeb70ee4ea25615ff9ae1cb8,9d0eedb4dc0b3e8b71eeb6122f1bfb2dc8d92fa597e9c2d89d563c3d94f76e24,2606fe77a270ed0412fc966db9b984b1b1051f2e9f53892dcc21aab8b3781d04
po_hu_m_528_m.tga,po_hu_m_528_l.tga,image comparison and visual review,ea492db9eeb2a1227c38582a75670a0f30b98451c6655b201efe66f9f3767d7e,1a6992da62e4ec5d0e2e8bf1bc0776503ac6768824dde94eca8da3d08e18a3b1,705aab3c43c404a176db7991123079f9c34a887dbf91bf9745630e25ee11a59a
po_hu_m_530_m.tga,po_hu_m_530_l.tga,image comparison and visual review,3773bd74bc384d2efca67f7cd49389b20d91e3a46e22e5a704f2ec1f284ca90b,9af6ed10de3c492e9f9d7bc5e17862b9ebd894471ab46f23cbe8e5435c883511,cf85b67a26ebddb10297b3ddcb04c5c836b73678db9acd22c20e7e8add845a5e
po_hu_m_m07_m.tga,po_hu_m_m07_l.tga,image comparison and visual review,66857635fe6ca7d00cf41d615eea7ea116f05f198385d27143a642dceccc2533,2e9052222f8e289f9094e1947c8eb46546f347773072b0a45d684cdf519e6b0c,e8a2c7262474b64ab0efb23092387c18b92172b44c1f19a8cfa9d09d97eb1fd5
po_hu_m_m12_m.tga,po_hu_m_m12_l.tga,image comparison and visual review,0d91009d942b82b794ecc522fa086bae892218d9dc931b60c74283154a4e7f99,2e46e7b0a8cd9d829c74d24d5054c3666428a9210af962900f67c708a9584bad,23c5b17e469206cb32522f4e125c4c6f5946c317ddbea0dc713b5fc13b1c7b97
po_hu_m_m13_m.tga,po_hu_m_m13_l.tga,image comparison and visual review,7c4e1c72ce84dba8fd2cd2195279f710baea825b48d6e4e37d6aa57f88a5df93,6d4a82d99485573cfd2227921b52e126cc125a3a634dad01cd31f94b9496ff93,67f5d5e31ebb5b8894e311ba89a68ddfc46f45dbc79c3ab6bff69f0a0de560b9
po_hu_m_sf53_m.tga,po_hu_m_sf53_l.tga,image comparison and visual review,f2a56534d6aa32818ce0799c1f918fb52b3b4a41676962ffa042805e06221ce3,b0346d916b9bc42a5d72ce487672ebf76d6c5875fc64e1cd51d9930dcc25af06,0d09f5ffd6672ea7ac9565c29f49137bbd006c64d57821fdb7b6ca56dcd21399
po_hu_m_sf86_m.tga,po_hu_m_sf86_l.tga,image comparison and visual review,25b7e6b36b4696f7d7774ab1ab799712d1ef56061825676f6817bba8adc4b88a,c3679ab3e6aa2011ab8ed085106b9f614913e599a93d0165ccd604a6a3e730ab,989e50292b45612894b5712e4fe92ac32df2ec29af6b3df85820f3c6354e3372
po_hu_m_sf86_s.tga,po_hu_m_sf86_l.tga,image comparison and visual review,75e6926010e10d337907b8ca331c2de75edf065a3326041617387b468a91d77e,ff85b3860488714159a1337c2aea37883924761bc9d053ce37016bacebb035a4,989e50292b45612894b5712e4fe92ac32df2ec29af6b3df85820f3c6354e3372
po_hu_m_sf87_m.tga,po_hu_m_sf87_l.tga,image comparison and visual review,c9c0b1fd75005b18e84efbfe50b252d9c86f2c7121943d8078cb31d333d1e955,3b588dc5688f5d0cafccf868b2e9438215bccd7c4ac0b6c6d254e001c0345d61,73ee03fe2298353f22fe789a511167e3cb8829eca266a97595551084c0dffbbe
po_hu_m_sf87_s.tga,po_hu_m_sf87_l.tga,image comparison and visual review,e5e1666c56a823a7e93835a7325d219bc8553a9c3295ab101b91ed1766329f7f,896853ed5fa604a738a552561515da1a74618a72390f93df18e671119a3b7cbb,73ee03fe2298353f22fe789a511167e3cb8829eca266a97595551084c0dffbbe
po_hu_m_sf97_m.tga,po_hu_m_sf97_l.tga,image comparison and visual review,79b29a4e55ed54a8b7beb4ff92cdb6df239a2f03ef5068fc459e5b8b82ac6d37,ad99d350258b9439d303fda8fe72a5a1253c0fdb5bd1749e35a932ed1ce1813a,f470731105b35214e6aad91a1fba8c89487beb973d57d0049fede2fac7eab1c7
po_hu_m_sf97_s.tga,po_hu_m_sf97_l.tga,image comparison and visual review,05a1dada9ddf7fb92e86ec6115795f1f965ed5fb338d12d4ec8d57d6f291613c,89de0958f773442674190c7b5d17531f929ccddb9e4037164023dbb1b74fb0ec,f470731105b35214e6aad91a1fba8c89487beb973d57d0049fede2fac7eab1c7
po_hu_m_sf97_t.tga,po_hu_m_sf97_l.tga,image comparison and visual review,cc99d2217f9a2021a188bc81c60d0359752ec9865f7839ca8f64866c52a8f131,b25a4a02778576e1b42deda8040eb57dbed6c6a6a88057d2bac44a2b4fec0b7f,f470731105b35214e6aad91a1fba8c89487beb973d57d0049fede2fac7eab1c7
po_hvydroid_m.tga,po_hvydroid_l.tga,image comparison and visual review,f734cea09bc87a0c922a61ce6fb307116d3594f1891b07f95dc7d5e1604d4cf1,6487c61a79e3556119ab44919a6abf5f758bb7be82f8df6affae843b3f1777c9,fcc0f428db93e6a49a00eaac2425235137b99e8b1c7a752593a7f74f179d5cc3
po_ironmaid1_s.tga,po_ironmaid1_m.tga,image comparison and visual review,88f306b39991a1b09a453727526cb4f7ff71989e8b09bb1d0043f0b57c5fec4b,ae14c50f4101ed5fe2ec3148161b7e0bce8f02cce7dbdc3ef2a5b4e6328e7aee,fb0942277dfbb9950301374ed9ed5f55715be2d24ea8186ffafdd264695aee8c
po_ironmaid1_t.tga,po_ironmaid1_m.tga,image comparison and visual review,8401e359be1ba64b900f06426f676e8b5afcf8d69b7e8ddd9a09d5e31f526a76,fa2ccfb5367af84e8e37c2c290f7967e7722c2b710bf6543b1a2eeca4ba05df1,fb0942277dfbb9950301374ed9ed5f55715be2d24ea8186ffafdd264695aee8c
po_katnadnsu2_s.tga,po_katnadnsu2_m.tga,image comparison and visual review,f67f87c18ef09a359ae254bcd0d498ae07efb785e66758eea4a805b789cf51de,671595b2dd80edd02ee72c7f9241fdc490b998625a37f43a3e8464a4ab42d20a,4ae5b8218b5e410e083ebcbae044bc5fbae6ecaa061ed1f2b3ed1a598effd048
po_katnadnsu2_t.tga,po_katnadnsu2_m.tga,image comparison and visual review,4920a353ec5e79d0ba0f3b9b1af44725faa063bd338fccb8e8f26931ab623719,d9f4f2b439753a8bd07c2f80c0de6685f320ad8783b3e6a9429d6ef1e73fe500,4ae5b8218b5e410e083ebcbae044bc5fbae6ecaa061ed1f2b3ed1a598effd048
po_leanto2_t.tga,po_leanto2_m.tga,image comparison and visual review,7ad664bcac531a1ac33be3172b1e4a0def984a29ec62e7600dc11498fdda998e,603318896b56eb17144aee00ffff2ee839bee62237ab4f3abbc259cf2a120879,43d98c40f71f3ee8f3b169da044c8e0e44a798a65ae3bc8aeee194fa7d623e82
po_lupinalf_m.tga,po_lupinalf_l.tga,image comparison and visual review,0fade75af592e55e94540f2328f412d36047a77b5304d045b5944b940cb6a42a,43aaf5b10ffcd0eb048c9e31ac8f272e8ac1f573801ce91ac8273ec80d1fb662,b2c2349ef8eb4f089b67e08b6fd38073f9e717c158eb0ec8779e382b59518116
po_lupinalm_m.tga,po_lupinalm_l.tga,image comparison and visual review,c96360e5e303eb0806fe8f3951665b9cf7e2df60176073a3b24d7b0e497a9b7e,56d137a9b80675a516915d054347ea83222ff36770213980db4de4bd440f82a4,6ccad268175ff2472205b4916cfd4442d783e6fef45245b7754ff02385305c72
po_maleficus_m.tga,po_maleficus_l.tga,image comparison and visual review,e2ca5b8e3100666a16290a37fc9262a6e2b158667f933118e1da59f91ce16008,6a419ee704a5917793879ea42954d0ea25b21c15a28084a55e03189d9f9ebd86,5535a557735b2abb43df452e82d3058ca75828c59180b87ccac37f871f434454
po_maleficus_s.tga,po_maleficus_l.tga,image comparison and visual review,a3ab0ac46405300e15b7cc21831ab0abc5e1e745c2a2d3b1435e85ce96df4cd4,5fd4296631cdedcddb13db298680e7637b381ff732f1a116525ba56859d47a89,5535a557735b2abb43df452e82d3058ca75828c59180b87ccac37f871f434454
po_mi_f_m01_m.tga,po_mi_f_m01_l.tga,image comparison and visual review,48a62bc26dfd6439aa30e2997bc343b1e00c33e733eeaabddc567760b2031ee9,cd78d350d24bd9fa000afce361663ddfb6ab494ca1281e818d0396e88c71b868,c9dc527ada6998315d9a45f559a81347ed67b89f7ff0517205ca59b98c5f51a9
po_mm_f_24_m.tga,po_mm_f_24_l.tga,image comparison and visual review,2c691a7ca52829aefdf61abb7f9ceb6b86e4e434e23ce1fdef5be1184ab98702,c67a154e91c464b0c0666d54809c332fdb57c51f3efc3ee6f94c95ce55a9aee2,46233ad9d1a36ea9f43e33fca6b1e38015f8574f7b42feb5e36cd9d38a0561ed
po_mm_f_24_s.tga,po_mm_f_24_l.tga,image comparison and visual review,ce75af954ea47e3900cea94fcaecbbb71cd2e6e6ac807fd36c7324c02b4db578,22e2fcfe78f1cc640853d08f448788e0446f3a1861bc1332e72810f8d233b6bf,46233ad9d1a36ea9f43e33fca6b1e38015f8574f7b42feb5e36cd9d38a0561ed
po_mm_f_27_m.tga,po_mm_f_27_l.tga,image comparison and visual review,0a85f89f3f8dead2b57758d3b0257c84585035f12c79bf577c3daf88909f875c,b2612dbd376eccb12554a995d317733a2d60fea075785fba87132065bfb862a6,d18a2fcdc47bc275d879c2a48ca7d2094923f9dea70381d2e86e81c9ad4f9774
po_mm_f_27_s.tga,po_mm_f_27_l.tga,image comparison and visual review,9fc3d85d0fc2fe9d98757209737870d0940e7d5f03fa47ec99df0038302b32c1,134c643499419f1a3c12af0dc3e4dd3c3b8889c9126668758c7d4e31a662e826,d18a2fcdc47bc275d879c2a48ca7d2094923f9dea70381d2e86e81c9ad4f9774
po_mm_f_31_m.tga,po_mm_f_31_l.tga,image comparison and visual review,19189dff91254f7059d97073a24eda17f3cf1ec49d5d76d6dd8157ecbc0a7aca,fcf8a6227dd44211d1c9be188382629a9beacd2f91bbb0b1c50c687d3b290c8c,90a64c2f14da771b152214a617dbe40ef5daf6fe5bc881e8ead335c6388d4d48
po_mm_f_31_s.tga,po_mm_f_31_l.tga,image comparison and visual review,178cac7047e017e278052b88e0fe665549323e06422f95f1255829bf4d7c4d9d,c11a0b1bb4ee65387c17a947ddf4f45557609e3329118468b7597dbf8176606a,90a64c2f14da771b152214a617dbe40ef5daf6fe5bc881e8ead335c6388d4d48
po_mm_f_32_m.tga,po_mm_f_32_l.tga,image comparison and visual review,a64b9926884c2bd7f02d34cf78e9c8b6931153132553c8af191731e6bc065280,487bcee71fb451b5494d65cee69ef33126affbdb28ce9576130cc515c2b2db18,341b0f6503333dcc7b806c2cb075a1adf89a1567372e4cb62cdc9f0aa244460f
po_mm_f_32_s.tga,po_mm_f_32_l.tga,image comparison and visual review,ada0e9bc457645d15bdfacb0f6393b29f588e77800933088c5d86fc1e4622a53,b4d53c1a8bda6ea43de7e8d7b2e2cf2dad3a40d26dab3c6caeb6abdbf606461c,341b0f6503333dcc7b806c2cb075a1adf89a1567372e4cb62cdc9f0aa244460f
po_mm_f_33_m.tga,po_mm_f_33_l.tga,image comparison and visual review,2142ad7b260a380d80859187fb74d34fd2902609de2c4989b088207093acc743,97b76e39c4bc9ec2c2dfa4dd7426ffc0643ca24f5166b60dc587c3d262ec7ff0,42123d31026d19b90c2b58cdff072c44e00171c3d9797b03dc77f17c7dba7825
