file,canonical,reason,original_sha256,corrected_sha256,canonical_sha256
po_mm_f_34_m.tga,po_mm_f_34_l.tga,image comparison and visual review,8c37cd32d6d4f3e728b6895c6d3ea48501e42fa48bb911f166974991e7089979,b91273203d4ba6f04150be24d2525127408fac2546247a207c3db24320a6542c,fa25616f05ab05ce53d1077783a6d6cf84b82ad00f497dfdd63fe9d918517437
po_mm_f_35_m.tga,po_mm_f_35_l.tga,image comparison and visual review,df52947c97901f3cc5963d4a891dab2342d02c438f71f86e4972659b079c4017,877366f356d09aeebe191c04d330fe8e996d2a0fd603b21dd5503db7952a8023,55631638a589dd72ff6b0b73406c2872d2957b360e0832f82b967e0c02fdca58
po_mm_f_36_m.tga,po_mm_f_36_l.tga,image comparison and visual review,1762ff7044611de194af8b2227bd507fbd0adf7772ffb3abed35f3ca70b03384,fbca8c0baf9f3fd5695b86dc5f2a6ebda8f39c0c641b443177c8b5975faf65aa,ee2342b8c3e0f4ef6d7ba6cf25b56781f1c34c7b9025fb8eb356dcc4ab52a9b1
po_mm_m_26_m.tga,po_mm_m_26_l.tga,image comparison and visual review,4c69b2cc778e6eb9da4140152bdb8d99733ff565f88563399e2e277d62295006,0c41249086699f4f76946ac2f8604a3be78dc3a52856baa87ea5ea2a7e08f3b5,e364cdfebc5735ef7e63e2b76152fb9acca3a0f2e3ea62cb582cbe7327b10b20
po_mm_m_27_m.tga,po_mm_m_27_l.tga,image comparison and visual review,7b730d04cad650a1dacf997be1072f992840bc79cfb6150f89fea9748c04318f,0335dd3aeb999f2760da2dbe9174b0aa629f841662ecefc426f21f124ed04503,db098609bbd17bbafd9bb6a70ae7830cb3d2b35858c7c71895d24be9b198781d
po_mm_m_27_s.tga,po_mm_m_27_l.tga,image comparison and visual review,339758abf6e43ef880f1879e76fdcd6a9e614ed8ae427f90b508450293cc0582,9ca469d08229495e73b960e8eee3a84b4960872deec300d7b4ff2ec72700ba4e,db098609bbd17bbafd9bb6a70ae7830cb3d2b35858c7c71895d24be9b198781d
po_mm_m_28_m.tga,po_mm_m_28_l.tga,image comparison and visual review,90fcd7a40b00c9c17002c0d14b5bd8af9fe4b5411f5f7ad4c9e863fe410dbe70,971bba53f2c6c2a659e2bd43e837ebf01566090cddd5e6c6a935cb30cde844fa,ecb70e831bb14b482eacba835a3ac3415b7e9fa5091057a6062efa21d2427242
po_mm_m_29_m.tga,po_mm_m_29_l.tga,image comparison and visual review,8ca52dc958e3d48405513df68fe09babb63750353ff3e5ff5c2f025929abf8a1,271e21bbdd0693d3a3f972ea689c7f3dc38e0febd394a4936ced733d5bfd6ce6,4512fbff11cf0dfa782b6301d5a1e97ea04482bed90427ef1b99f2cd761b033d
po_monodrone_m.tga,po_monodrone_l.tga,image comparison and visual review,e6e1bb63ebb87a20f2e5cf998be1176396a4db64ead5918c1de3b9c723c22eb0,3f8560f0f37772663efbc859566d7c764d09ea841fa1fa199f8de1922402520b,f2d1a93bb9267e3f82e8a18cec42ab696fc34b3bf38f609a8cc366f8a765f45d
po_orca_frun_m.tga,po_orca_frun_l.tga,image comparison and visual review,e71a07722be6d38ee7c39b2bf19693ea914239f3041311a8aca51bdebf4a4015,9238af5b68e2b4ea7356d069ccbd8ee080be1fb85114d4026459277a94d6c4a1,90509ad285ccf7c44a972224222d86dffbafd39dc1e110710e8bd267c666bfb5
po_orca_frun_s.tga,po_orca_frun_l.tga,image comparison and visual review,680f4e909343043d9960c0fae5b59c45b82187a4bd07811aa784223702b8db69,c506d8cc451f59e5d3cafa830a5bfb20f3776ee4f34c135e740dfebde2dde6ad,90509ad285ccf7c44a972224222d86dffbafd39dc1e110710e8bd267c666bfb5
po_or_m_506_m.tga,po_or_m_506_l.tga,image comparison and visual review,7c88940c3a268d385a8d30c6e0d1e2434b4f1de2264d2485ba6bc60875ed04b7,0de0d24c96f29d4ff0f9d23872374818236f8b0ed64b791613bcd6d6cf27cdda,6e2de9fc971637c15d17002bb99203a6c34fa8970d6959fce6b3929473781487
po_outsider501_m.tga,po_outsider501_l.tga,image comparison and visual review,00ff083be2c4c00736a976703b2af24bbc2ae9ea9c65f272d291b7729ed75a94,e6b182e16777765a30dde41472db075e0fa19004a69bb95938bf4d7071381f59,ae801aadc8af16f9f1054df54da88bf582248588a27b01da47ee3144811ac057
po_outsider502_m.tga,po_outsider502_l.tga,image comparison and visual review,d7798a24d062aa14c4f2f4d236ddc42876597c44dc5136b0474691c9da11bfc8,dd431ff6b25f9ea1715a64ffb3bab342f60d4c25baf0a8c52865b9bf6f3094a6,9863528aa9313e25c68544cef87df1233b3b5e2eb3484f3e22d1c8f976c377b4
po_plc_apple_s.tga,po_plc_apple_m.tga,image comparison and visual review,76ba66beae38df95f3999307fe64b18a61d0cfe1bbafdbf15b95e005c61cc8fb,edc471d192771460f8351676e91baf47f027cf4b86ea1d8230fbca280b5c09b3,51960f140a1b83a0e86d40542b8cc3852626818f702dd10baf93c0d9d888993d
po_plc_apple_t.tga,po_plc_apple_m.tga,image comparison and visual review,10ac63af8cda3697d04dd9aefbe6b6eaf06be66f73777330fdf71d1fc88e32af,f74d3f8b6cf069a9bec37cb696c9f93d075832652f0824804e31c1dc7be0794c,51960f140a1b83a0e86d40542b8cc3852626818f702dd10baf93c0d9d888993d
po_plc_bluprtl_s.tga,po_plc_bluprtl_m.tga,image comparison and visual review,ea939e7117bc012ca928899af8a1f9a3b9e3a975fded49675a8bbaaa5118cf15,ae98fab6e458e6c40609ecb83e8b2f589199856d0d8ff11a859406138abb5ee9,3a155e95d5772c08d3c151e0d82a7bd8123d0cddbd9b40e74b4d0a13305cbb12
po_plc_bluprtl_t.tga,po_plc_bluprtl_m.tga,image comparison and visual review,a945e75159b896b80069ce973739892a26cbd45b229f34c940c076846213798a,f25ab75ad44fc3ce9e3990edf36ce089d91eb746904326f973de45ca48377d76,3a155e95d5772c08d3c151e0d82a7bd8123d0cddbd9b40e74b4d0a13305cbb12
po_plc_chsstkp_s.tga,po_plc_chsstkp_m.tga,image comparison and visual review,741f61e3b59226091b6b00722d86061764a1b33e67c0e634876fd793db0f4a86,5725c673fe6c738f09026e3c6d1db339fed20d55d1a49fce6a7b2661c665078a,c3efbee435df946b747a1a29ad291bcbb81ab799f212424f0464b47bc5f5a5d2
po_plc_chsstky_s.tga,po_plc_chsstky_m.tga,image comparison and visual review,fda061340ccae9491ba3a6fcbc82efb535f00f87b2b1e2c1a6148b9f1dcfcac9,62417bd310b43275502c06c26078947958499ddea6430d2c4f8da7ce52697c22,0989e5f140641d4df545d66925c980edbde405f062c3de410b2f210df8d505a2
po_plc_dmirror_s.tga,po_plc_dmirror_m.tga,visual review of structural asymmetry,8acb98a100f0960f8a7a692ce13dc472c41ff70babd185e1ba6e67b51e03798e,cee8d487635ed3e203680d2dc54b90cfae7e300ee14088e150b53b785524b5d9,13e1dd7f677a5c8e52b2a44b00f0e6a2cd5d33616cc4691d03026d5d8e4e92f1
po_plc_dmirror_t.tga,po_plc_dmirror_m.tga,visual review of structural asymmetry,e7c5d3c50b24d6e801805b258ba9632a7eaa21add4261e04fd1ef64722db0100,efecbd040cf698dde23f55692971401b0ac8bfbd87a361fca175dd68875833d8,13e1dd7f677a5c8e52b2a44b00f0e6a2cd5d33616cc4691d03026d5d8e4e92f1
po_plc_dschest_s.tga,po_plc_dschest_m.tga,visual review of structural asymmetry,13d80bff8ce8bcb25bf0f365d1acf5f7ac18ccce56e8fc7a4064a140d032d6f2,16d48f2be16e486a9c694c516b339b4dabb774dd35256ccf2ccc08c62e17e128,f82be920bf6ff5d07a7e0c988912382b3de97f54074beae847c7dcd486b9c634
po_plc_dschest_t.tga,po_plc_dschest_m.tga,visual review of structural asymmetry,975ca2dbd4a967c5a73e5dd694e4f2227a6320b2996f3b83fda908efbc8337f1,f9c1b7e31f9c5406098a3659035ee65e75673251247aa1ab1d94b3d0586d71ec,f82be920bf6ff5d07a7e0c988912382b3de97f54074beae847c7dcd486b9c634
po_plc_oubliet_s.tga,po_plc_oubliet_m.tga,image comparison and visual review,ce334876da365f6d83b3a4ec7c7919131fc47edd5ea755abe2ee248dda1f2217,2fd31d3940ad4a90f5b129d548b49901a8324536c9462ca032db052c15fa1ad1,974ebb95fe2119f2ff76a2d9c29daf4c37ded36d8a17b983a666712d96e00ef9
po_plc_stnblok_s.tga,po_plc_stnblok_m.tga,image comparison and visual review,3e6a9573f03d82a07ea368e5cb80380dfa9355b4a7468490857bdceeb49c1728,e30f97076fe918bf7d8cf864ac1e9e8bc8e5a06b87cb2b51e68d1272c37e07ce,674b11c6b8489d3703eeb6d7a706162e5b5b47fe344cfe3f6ea4437e58cf0f36
po_pp_a_m.tga,po_pp_a_l.tga,image comparison and visual review,6ceff1670e88ff4a5b1555ef09f512ec526ec11844099d08686ca4b6c8055b8f,56e2ad5f539327d410eb4a260d057148e958ff1552e6c7ecda0d3e7dd552f7a0,93b360de31f734bd8451ffbcbe5e404bb3740903645b3c02759f9d1ae8609987
po_pp_b_m.tga,po_pp_b_l.tga,image comparison and visual review,bbf9660c341e3c6dd6fdc209a83cc5dde3544ab40695f5d025fa5f7650697273,754b1040e41be94c1b21564ce8671c32f8254d6ad184626f33893bd9c838379d,fc1811247a3f6def96143a21111c8faf159294f93d1b97ef23bc495311e95847
po_pp_c_m.tga,po_pp_c_l.tga,image comparison and visual review,4261a6da7ca6c115f019b1d4622b7b81cb5b460165b91a43171092c8da49a68e,a5ba2de9ada90822eb9b2ee26340c27a6e567f39764967ba4e8840ed8841c0f5,7dbe35d697344351a656cc9cd97f88924496e41bf1b2bbec38d707385a58f03b
po_pp_d_m.tga,po_pp_d_l.tga,image comparison and visual review,cd254d7f6a667cc4b91750e924ca7a66f8e8cde3d8f97732abc2d2a4a5adb3da,763efcc1bd58f0f82e3b57d12669823d094729bdf2f38e0ab1a35f5eb7cd1b86,2a10166ab3b30a8d152f488cc913fe831538680c5671cbcc16c39d8a8bf69bc8
po_pp_e_m.tga,po_pp_e_l.tga,image comparison and visual review,ad7f2aeb64acdcc7aaaaf99fbf08213033bf058f551facbcee79c69ae0ccc40e,7be5c5d467476ecfc1aa257892540ff956fedba86632dcadd155d891f24c8140,5878be68d1a25747c974dbbb6900fd5132ee6fab2b94ee6f7d8b97c0883a7963
po_pp_f_m.tga,po_pp_f_l.tga,image comparison and visual review,91efac24d8b04e4d5240d45988a2b9cf7b632d2655343ba8023902e01fd9e850,a74d775ef84f45025c7640a379c694cdc3d9ff7f34512b853c2aef2ea1ccd41e,21417b8f06fdaa2bcad821dc394d4f796cd41f6f891f292384c65d9145916b58
po_pp_g_m.tga,po_pp_g_l.tga,image comparison and visual review,edc25bac3d81201fc3004099f5a03375166b812722059b62452cb505e0cef04f,16e6b85ff2f00055aa087803c901ff9be3062bf92b72768f3886de1c291a54ca,29d59c442cc5803a562e9755a30829260b1506d4c46cd6676dc1de710510a183
po_pp_h_m.tga,po_pp_h_l.tga,image comparison and visual review,7c86e74df6a898cb83615630ee112b39ac8ef400ab25b207951c97460cfa96e0,358f6aa90caed7b0e58b7ff3f66243835d60931caab60176b4b0964441584eba,a265057453708f09b3e2ecd0d8ef522d62a03dc88145ee4a9978837ef27b33dc
po_pp_i_m.tga,po_pp_i_l.tga,image comparison and visual review,4b0772ae1be1e12303add062d7fabe8c099339578ebc4ebf222a4491c68b7811,5739615b5b5aa04baba267d03e7ff646253b0ffd8ab9876180f515539ca5843a,b406b0024a336afbaca8ae6bcbe8cd6672c1bd7a51763aec286dcb38fb161c7c
po_pp_j_m.tga,po_pp_j_l.tga,image comparison and visual review,8d001a83ae26ebd70b41c10928043ae1972ecd8352617c59c5f967fd6a6afefb,5b1fbaabe25d521b396a5e25e67a9d01945ac87316404be470316dcbea2d9040,be0e5b481e69dfde1c55a7a223d0c9a1722e3c4d02d05a271cf02c6414a0a286
po_pp_k_m.tga,po_pp_k_l.tga,image comparison and visual review,ebda1055c3fbf8d9793fee1944ccb2938585413badf5beb94c9cf1f0ec9440cd,5256162b7a2aaedc3e64a245d89428997c7ef2859b1f2545de145dd27086a6f3,43b7e50f875f218d85559bf0e4befd36b8d1b59085b5dc0848a0b3c8e8ba9ad8
po_pp_l_m.tga,po_pp_l_l.tga,image comparison and visual review,43a0e77391aa101b959f1303fcd8f52b500f4dbd938877010efb462488474ffd,d7b100935e5605e8bbaed3d508cf95aecbbcfcb4d0411c9acf78cd5433ec7f3a,2cdf8fc855595ce1d1ce26883350c6055b6067e4e7d075b6b9a583dfea3bc633
po_pp_m_m.tga,po_pp_m_l.tga,image comparison and visual review,e26ed6970d352810ef89379a9c76a842b98735e98977b5a926ab604088a4b0a8,c733a12a9e18b83d364f584b9bed58b047bf72ffed42b056b5bf14007c21cd4e,0bdcc294ce0114475c8a38bfd426ee813d986fab23d42615694cb4457f1d02a8
po_pp_n_m.tga,po_pp_n_l.tga,image comparison and visual review,eb5e5c41f0b398508af098e23c027f7cf3e0dafc9d82f8552526f69c0cb0865d,4907ef2b415634af6b5f4d2ba0db27eca15dfad70852e329f17ff46a82f21ae8,6262d704ba30a3b49aafcf90c35f0b3ebde245c28791357562fd09a9f2d20165
po_pp_o_m.tga,po_pp_o_l.tga,image comparison and visual review,6ba54f4c98e37262011d22d14b69566238cce4b6690ecc01013fb886826999e4,1436a08fbeb1e567830cde1c018f2178126e6f9e3f83680caeb92777895568f8,4af317d80c4864c23516e5cdfdaac4143650929ecac54d6c54a2df6fbb2d5888
po_pp_p_m.tga,po_pp_p_l.tga,image comparison and visual review,694043f2585cbce5cf1b96d631e3755680cc7352f72eaa94097c094da6a0c4d2,57b6bb9e577404085f80473aa5f6f042557bf17906261cb143ced65db4c114d0,7a648365baad0e4d501c2008fb1a873c845c90b589c23f8fd8cbc558235cf598
po_pp_q_m.tga,po_pp_q_l.tga,image comparison and visual review,775a88fda7cd1b91cd3ff2bf1749289307fcf93e9e7db6d59b52fcf37eae9782,f7ef9ef9798d6f5e1fb29b8d9454459b5351486ecc9a1888405bd89e9bb23396,bbf63b36c376d572fe494bb552d3cedcfb97eada678baef733cd89fcc2ea7c94
po_pp_r_m.tga,po_pp_r_l.tga,image comparison and visual review,16257c57c1ddffd35cc4dfd95d359462d75c3c1cfec9f5e6c91babb7c0001e57,3aba541cac56cde3b1c367155a9ac33cff7e058f805d61b3e4f1d4fc226521d4,d9ee15fe3f79d81d43fa548303ccf967d932d0192a82cf1d450982e489638104
po_pp_s_m.tga,po_pp_s_l.tga,image comparison and visual review,651166bbb708565b782a74f0d7d88b6101c0049d23d2792d5e33302f6538bc7e,45e73d8b4ac97680c19d16b6603c7d8435bcd580784ab90d720227b5678fbe89,5dc41b66a16e16b072aa76239e7cf0210a16421f24f9fc95a1c1e9616b590e8a
po_pp_t_m.tga,po_pp_t_l.tga,image comparison and visual review,a6351657f16ff655436ad5a724131882f1d7b62b996a33bf41716fa4ce976c37,7e55c68e6e2f945e928e65c39fb894fe95e45aef050f63ee67759453c1b86004,1fb8d9e325b179617dca28cf73389169c974018d6fd9de6e27443c26006dc871
po_pp_u_m.tga,po_pp_u_l.tga,image comparison and visual review,0a3fb228ec20414af58d05cf620c7361949e9eab1005f272541ad184d7e4cb10,856ffbe238c2d36b088632f7ac27c27206a74b77c92a8fec1fea34135eac611a,a510101989f873fbf7807feeedfc1bf8e7ef1b854fad7577064fbc480282111c
po_pp_v_m.tga,po_pp_v_l.tga,image comparison and visual review,9b4630557b2704a2c2e7f01c686c50948dec0f844680b7016f95559950ff1a60,410ea387f1d79c48768ff2dfe21119f91baebe12ad48fd997a2df1597c17072b,90903eb51c8b7876e9bbd1afbfd397be6d2986d4dd88cbf93b46f637720a4d53
po_pp_w_m.tga,po_pp_w_l.tga,image comparison and visual review,c32f9341b97b7576ee8a263ab2512216e5bf8a1c0b1c34dd4d88c5d16524055f,efc5c208ed61b4082c4bac723a443283f31c44d7ae20be52df7fb721021c2b04,64e777b9927c374d54dfd4172c57a0982be1ed1d376db04c8be00a9f8902045d
po_pp_x_m.tga,po_pp_x_l.tga,image comparison and visual review,9441a6fd0c1129083831092ffd49d892edd2199a87b5c2a350035f1f58021368,6aa7b5d281e6e251451494738e6b3fe9bbd1e808a985f6e5aafaae8267364337,fd636119b27aafa98572709462ec54d48ec387cb97207d032f09078c208b9083
po_pp_z_m.tga,po_pp_z_l.tga,image comparison and visual review,af7a3d9eccad49f2378b209fc94052cb34d6c4d4d766dab03bf59bd9b1e87f4b,aea3de603b0b6d7f0f361f5cfc56c0ed3a88419cc31c2bbe03f004f95bc42f87,455a4ae46b8553ba149295c922e7ac276949e7866c8c363a278992187406d4bb
po_raven_m.tga,po_raven_l.tga,image comparison and visual review,e9c94375f9f2434b3d30cbba50434da08db02e7857939a72d8e7cc84f643d72a,4226d7b6b0775250e3a87bb8752373eaa688dcab553a82086138cbca3f16a7d9,ad7cc46b47cf0a446f00540aedb38d786dedab4abf605951e6260dc9c1d3f4b9
po_rodF9_L.tga,po_rodF9_L.tga,different artwork; match canonical facing,e45f23aa9fdf378a3a91b02dabd2f948ac3eced40edcf2af59d7abe52344e732,5741774e43e5fd064fb8634838ecb87a07257214cd776a0db166614904b509fd,5741774e43e5fd064fb8634838ecb87a07257214cd776a0db166614904b509fd
po_rodF9_M.tga,po_rodF9_L.tga,different artwork; match canonical facing,7576be4f37d575b347ec9d6efe9dd95e2a56a8fecbe81e08103b10857b67ee59,0edfdfa0575be10dd968a55f44b866842cfe1553be43d70d2f75641d491e5ddc,5741774e43e5fd064fb8634838ecb87a07257214cd776a0db166614904b509fd
po_rodF9_S.tga,po_rodF9_L.tga,different artwork; match canonical facing,41b37cc512b2cef1d2a95f4439d1af40cd7446a06130a202bfd6c8d77b40cea1,6dc3bc7656c39e99d7261dfe0bca84a4316329d04069160d9183489e3f3c8121,5741774e43e5fd064fb8634838ecb87a07257214cd776a0db166614904b509fd
po_rodf9_T.tga,po_rodF9_L.tga,different artwork; match canonical facing,04de5877ab467e0aa0cc3c50c2b8dccad3619215f0df157f9e8b31fce0622bc7,2fe0ee31ea1f53de389857067aab2b7db5cc83a9b5e96483b30a126051db3467,5741774e43e5fd064fb8634838ecb87a07257214cd776a0db166614904b509fd
po_skeldoll_m.tga,po_skeldoll_l.tga,image comparison and visual review,2528d6867029dbf032afb9194e03d7718abe046b3d248d7e8fd6ad722a149243,cc37100377dd88bf1d322dd8052a0b6152fa2d9c5ef4a63ac217ccc0a6b05f19,e30f4a33dcf316f7c0a2ff348590397a96ddc3df500c50b088ee5ae6c50046a9
po_skelogr_m.tga,po_skelogr_l.tga,image comparison and visual review,c0046cf4084d61e81174849c63dab22e91db0b661f8c58dcb65de2e72f9995ea,a7976e2072c7d8d961a2e3d81f7ecdce59f41dd38fd2146f1789298caaadd083,60d7669a998c0b3e0bec8dacb8b0948716c889e2aeb0b314e10a0f6e695277b1
po_skelpr2_m.tga,po_skelpr2_l.tga,image comparison and visual review,80e6c5d2871ea26cab780f061b090fdfa19257b8cdc753e98c887e21da175547,7930c20dbb9b8d7d28d0f3c957b9a6e91dbca822f564a3e97260084ad9c59f8c,407623318bfaefd48fb0fbe859250a29300c46bf44a8abf54f9e8d7ef60fce3f
po_stat_crane1_s.tga,po_stat_crane1_m.tga,image comparison and visual review,45ef13ae561e2a84e276cbb97d9b295018f072a2336d8072da32dd1b3d018ccf,b466ae3481070e43b8736bac4fb6618193598879f6cf67b0e5d7e16b4c317ee0,244ac3ab570e7bbb4f66b66448ee1a06525a2209fcf912203895a2ce3eea6dd1
po_stat_crane1_t.tga,po_stat_crane1_m.tga,image comparison and visual review,9dff234228638c728711174d4f287582a5d3d87521e3e98d164068bb6dd2cca4,1cfef22747c1dc24671fafc8dc4d85c9e2884bc579b07182c396ae31fae0b2ae,244ac3ab570e7bbb4f66b66448ee1a06525a2209fcf912203895a2ce3eea6dd1
po_stat_skull1_s.tga,po_stat_skull1_m.tga,image comparison and visual review,45ef13ae561e2a84e276cbb97d9b295018f072a2336d8072da32dd1b3d018ccf,b466ae3481070e43b8736bac4fb6618193598879f6cf67b0e5d7e16b4c317ee0,244ac3ab570e7bbb4f66b66448ee1a06525a2209fcf912203895a2ce3eea6dd1
po_stat_skull1_t.tga,po_stat_skull1_m.tga,image comparison and visual review,9dff234228638c728711174d4f287582a5d3d87521e3e98d164068bb6dd2cca4,1cfef22747c1dc24671fafc8dc4d85c9e2884bc579b07182c396ae31fae0b2ae,244ac3ab570e7bbb4f66b66448ee1a06525a2209fcf912203895a2ce3eea6dd1
po_stat_sorc_s.tga,po_stat_sorc_m.tga,image comparison and visual review,06303e086f1a3dc86b6bed87ccdd49b728ff77ef005500292e505446a06fdbfe,41c326465ddeaa2ec4885a3fe1ece3439feda2083c81f63aeca7ef358d87c0ad,c6a4bf42d9c47400e6d77c6926225667d3c8a3dad96e20966989922692bde0f8
po_stat_sorc_t.tga,po_stat_sorc_m.tga,image comparison and visual review,f8e38f0023e97f331bbdc156b97164c87639bec5ac689b2a6e043b80853782a2,20c71f2b91eb46b88f02c906faa9ce1a8bafa37b08f73eed28a8d01499b5852c,c6a4bf42d9c47400e6d77c6926225667d3c8a3dad96e20966989922692bde0f8
po_stool001_s.tga,po_stool001_m.tga,image comparison and visual review,5ab717e66b8077343b0f7b2783ef19f8eb7a2c1c86e1031a718a598d66260f0d,657671e659254e8f3bf12ab1dc87e2d9c56157f5d115b14f52ce50324ed17ce0,07fa534dd4008ce0b121b9a74574f44e37fd72476ac0d57c7a10ba0895cb1394
po_stool001_t.tga,po_stool001_m.tga,image comparison and visual review,aa4be9643c3aa0e14c7276e237e5916781245697ddfc48a251bb42710e1989d7,44e97dc8f091ebdad3e1049bf88cc1c7dd506499378154c5efae661489615709,07fa534dd4008ce0b121b9a74574f44e37fd72476ac0d57c7a10ba0895cb1394
po_swall001_s.tga,po_swall001_m.tga,image comparison and visual review,51c56080027c99329e19786307a8cb688a57b77f2504b50f28ca551646c8f1b0,a3e63258394e2bc14000535ec5ef9381233ce63b33966555d2b36aa0e1a151e3,e6ac9321902a77e201e96263c074659e0847f15c697b42003ee3e1c0f34db0ac
po_swall001_t.tga,po_swall001_m.tga,image comparison and visual review,f3563b2c18b1c132ff87d8611a7f2148690fe19a42fce03a036db39d74554aad,5a30fd4ac677d944e86f81febb3177eebe693a57ff398cdf08d4ec3300ca3e05,e6ac9321902a77e201e96263c074659e0847f15c697b42003ee3e1c0f34db0ac
po_tansu001_s.tga,po_tansu001_m.tga,image comparison and visual review,264d4cf34cc55b7f9ccf9141f255976ea446f4f51eda7ef4c2e8a4582a2397bb,23a0f326d4eac8af405932f4fa68bbaacfb514035c890ef16b4de1fc8cd58e5d,0a101260d8d44535dc1253f3ba8e79df328c71117b2a733e841399b41ed7a5c2
po_tansu001_t.tga,po_tansu001_m.tga,image comparison and visual review,1326f549b9ec9a79dcd2c7af62bd2c6562fd7e962d1c4e752fa4363d763108eb,c03fa1477d51c77b654c33a2279036f32c1f029ff04ce94415a99ba5d8e388e6,0a101260d8d44535dc1253f3ba8e79df328c71117b2a733e841399b41ed7a5c2
po_tieflingf_m.tga,po_tieflingf_l.tga,image comparison and visual review,86025ffe5c198ad0d4b156f8cb278ac487d7a3f1d34a435907209654b4d80fd0,0f164b88d0b7540156a758bfb47e0144c471e9823201116e608f3ecf2dfac90e,90820b1b1eca4175145090c047a657332a386f3cf840e3cc7e66febdbe6ce322
po_trolloca_m.tga,po_trolloca_l.tga,image comparison and visual review,325850a9033fadb7f45024e954f2497b82b468c9f7b451599365ce3e1e32a8ab,ad05ceba8ac2aca0fe9687ce33aa08281f73dc14b5f8fa8357efba5e562ea777,3d4cbb9d39f573b1ae758060626520555ce2e0a215431b4f2d862640683726b0
po_trollocb_m.tga,po_trollocb_l.tga,image comparison and visual review,3383112cf17c9c18332ad60a5a548d15c47d3fcdbb055b7291a9a858c94ea2bd,4a4cb159982dfbdb047f18e55eeb648ca4c8b6e5805677dbe91b5087aa897b3a,2234e0772889452d2a20be8a514ba62e5d2b534ce6577cbbc79643e9a192f44e
po_trollocc_m.tga,po_trollocc_l.tga,image comparison and visual review,becf8fe00d5771a64bd27e8e45e75b02cf3b21f4f8e7ecaa102404ceb48f7799,11138e78176776065aa44bda83bd50c463e5d73d7f1886a16b5cad0937b81af5,3ad39fdb8824828420f06b889a8ccfc0c7f843289905c0b3ec6fa200839a7151
po_trollocc_s.tga,po_trollocc_l.tga,image comparison and visual review,414c444bc8e0cd548d171c730bb730708b75971ef5fa04dbd9c3b628da60438c,a452e8f768bb4048e01b3df6e054d6efdda12b3a94002f3d9ca7f8af668d3c2b,3ad39fdb8824828420f06b889a8ccfc0c7f843289905c0b3ec6fa200839a7151
po_wm_f_04_m.tga,po_wm_f_04_l.tga,image comparison and visual review,1af19abca4b6fc19d9557855a3c3397313832c7282ed42221fbf1551ea4716e5,3ed7f21c9c6d6632f23edd47b65dd6a52dd6e33e2dff62a4cf0fff0e7a685142,177c439d7aaf8d525c363d6a624eafcf2387fa84d77dd046ffe0874fe3b0e3f0
po_wm_f_04_s.tga,po_wm_f_04_l.tga,image comparison and visual review,6a2c1c9aabea2b0625e6e81c9fbc6075da5ec7cb79e07d7addffed276ac6778a,f182254e2c254bac097b3c6badb53eee88e0a5d0e39d02c36b57d4f347188088,177c439d7aaf8d525c363d6a624eafcf2387fa84d77dd046ffe0874fe3b0e3f0
po_wm_m_01_m.tga,po_wm_m_01_l.tga,image comparison and visual review,aef8391983fced1c367f799017e1e46365829901107b8e1bce20a0caa36dd89c,98a15d885ca4aaec9ec8e8932af708ca05b2f5677bb8f17d4b1881af6e0f1bfe,f04b73dac6973f9aca07cadc49200fcae40b1493bc928343c94837c16697e58e
po_wm_m_01_s.tga,po_wm_m_01_l.tga,image comparison and visual review,e9b178deff7826b787379049e42caf5a5f05e5caf5909ed87a68b108459be0ba,d879704b610ab1d992b06a4ce6cf329d62e6cf5e7f86a8fa2fde3a49829849b8,f04b73dac6973f9aca07cadc49200fcae40b1493bc928343c94837c16697e58e
po_zerinyes2_m.tga,po_zerinyes2_l.tga,image comparison and visual review,d8aef8c71675eaf384d8a87d7da5739a8269d2527fb83451f467d6d6818375c8,774acae841f615fd9dde4bcdfdf1edd39226a38a37bb9fc497196cbc1d6f7e34,737715183245e8ad3b55bd00684426cb02c19106438e20237274a8a64c03fd99
po_zerinyes2_s.tga,po_zerinyes2_l.tga,image comparison and visual review,20941eec2fe448688694b88b0484b163714f043b48847e3b6bb424752dd2fea6,77d212c52e825a1f24fe4f8f13ebe7499532d57e888e491d189e371b940ca920,737715183245e8ad3b55bd00684426cb02c19106438e20237274a8a64c03fd99
po_zerinyes3_m.tga,po_zerinyes3_l.tga,image comparison and visual review,c5d5a9243c7d052a659478f204149e1bb53b8a659d3c374995cbd360caca77f7,4ae813ade305d722671ff31ae63bfff16ae1141e4d58c8e2ea19d67652570cb1,4591e719f007177e84dbc7256339036ca0c908f61ab70954dceb4ef09bd1d23f
po_zfldrag_go_m.tga,po_zfldrag_go_l.tga,image comparison and visual review,9ae38c448b1cb2baa6af0c52172ad1e7b79c140d5a6de8ccf124e949ca32b675,d55289252e435e45360de042d1b5654fb18296420801c1a7ef5e1b64072d368f,98c93737bb61238ebdd5b27eeb3f381eaa5065184fbbd5e83cb83432dfd6f70b
po_zfldrag_s_m.tga,po_zfldrag_s_l.tga,image comparison and visual review,03f20897a023bdcede92042533f034c546be86e66af8456fd2f8d389304c8762,953d4bf81abd047b52462821f4f750c4886e96f0bcebd0ea48109c42fe088fb5,9bdd7187aa2e5554c66e0893703dac8ff11427d2ccb19fab494ac61537a484e5
